6500001,100,100,100,100,100,0.75,3000002,10,100,0.05,3000015,1,3,0.1,3000008,1,0.05,3000009,1,0.05,0,0,0
6500002,200,200,0,200,200,0.75,3000002,10,100,0.05,3000015,1,3,0.1,3000008,1,0.05,3000009,1,0.05,0,0,0
6500003,300,300,300,0,0,0.75,3000002,10,100,0.05,3000015,1,3,0.1,3000008,1,0.05,3000009,1,0.05,0,0,0
6500004,400,400,0,400,0,0.75,3000002,10,100,0.05,3000015,1,3,0.1,3000008,1,0.05,3000009,1,0.05,0,0,0
6500005,0,0,700,0,700,0.75,3000002,10,100,0.05,3000015,1,3,0.1,3000008,1,0.05,3000009,1,0.05,0,0,0
6500006,250,250,250,250,250,0.75,3000002,10,100,0.05,3000015,1,3,0.1,3000008,1,0.05,3000009,1,0.05,0,0,0
6500007,500,500,0,500,0,0.75,3000002,10,100,0.05,3000015,1,3,0.1,3000008,1,0.05,3000009,1,0.05,0,0,0
6500008,0,0,600,0,600,0.75,3000002,10,100,0.05,3000015,1,3,0.1,3000008,1,0.05,3000009,1,0.05,0,0,0
6500009,600,0,600,0,600,0.75,3000002,10,100,0.05,3000015,1,3,0.1,3000008,1,0.05,3000009,1,0.05,0,0,0
6500010,500,500,0,500,500,0.75,3000002,10,100,0.05,3000015,1,3,0.1,3000008,1,0.05,3000009,1,0.05,0,0,0
6500011,350,350,350,350,350,0.75,3000002,10,100,0.05,3000015,1,3,0.1,3000008,1,0.05,3000009,1,0.05,0,0,0
6500012,700,700,0,700,0,0.75,3000002,10,100,0.05,3000015,1,3,0.1,3000008,1,0.05,3000009,1,0.05,0,0,0
6500013,0,0,800,800,800,0.75,3000002,10,100,0.05,3000015,1,3,0.1,3000008,1,0.05,3000009,1,0.05,0,0,0
6500014,900,900,0,0,900,0.75,3000002,10,100,0.05,3000015,1,3,0.1,3000008,1,0.05,3000009,1,0.05,0,0,0
6500015,600,600,600,600,600,0.75,3000002,10,100,0.05,3000015,1,3,0.1,3000008,1,0.05,3000009,1,0.05,0,0,0
6500016,550,550,550,550,550,0.75,3000002,10,100,0.05,3000015,1,3,0.1,3000008,1,0.05,3000009,1,0.05,0,0,0
6500017,840,840,0,840,0,0.75,3000002,10,100,0.05,3000015,1,3,0.1,3000008,1,0.05,3000009,1,0.05,0,0,0
6500018,0,0,1200,960,1200,0.75,3000002,10,100,0.05,3000015,1,3,0.1,3000008,1,0.05,3000009,1,0.05,0,0,0
6500019,1080,1080,0,0,1350,0.75,3000002,10,100,0.05,3000015,1,3,0.1,3000008,1,0.05,3000009,1,0.05,0,0,0
6500020,720,720,900,720,900,0.75,3000002,10,100,0.05,3000015,1,3,0.1,3000008,1,0.05,3000009,1,0.05,0,0,0
6500021,650,650,650,650,650,0.75,3000002,10,100,0.05,3000015,1,3,0.1,3000008,1,0.05,3000009,1,0.05,0,0,0
6500022,0,0,1008,1008,1008,0.75,3000002,10,100,0.05,3000015,1,3,0.1,3000008,1,0.05,3000009,1,0.05,0,0,0
6500023,1100,1100,0,1100,0,0.75,3000002,10,100,0.05,3000015,1,3,0.1,3000008,1,0.05,3000009,1,0.05,0,0,0
6500024,1296,1296,0,0,1620,0.75,3000002,10,100,0.05,3000015,1,3,0.1,3000008,1,0.05,3000009,1,0.05,0,0,0
6500025,864,864,1080,864,1080,0.75,3000002,10,100,0.05,3000015,1,3,0.1,3000008,1,0.05,3000009,1,0.05,0,0,0
6500026,750,750,750,750,750,0.75,3000002,10,100,0.05,3000015,1,3,0.1,3000008,1,0.05,3000009,1,0.05,0,0,0
6500027,0,1320,0,0,1320,0.75,3000002,10,100,0.05,3000015,1,3,0.1,3000008,1,0.05,3000009,1,0.05,0,0,0
6500028,0,1320,1320,1320,0,0.75,3000002,10,100,0.05,3000015,1,3,0.1,3000008,1,0.05,3000009,1,0.05,0,0,0
6500029,1555,1555,0,1555,0,0.75,3000002,10,100,0.05,3000015,1,3,0.1,3000008,1,0.05,3000009,1,0.05,0,0,0
6500030,1037,1037,1296,1037,1296,0.75,3000002,10,100,0.05,3000015,1,3,0.1,3000008,1,0.05,3000009,1,0.05,0,0,0
6500031,900,900,900,900,900,0.75,3000002,10,100,0.05,3000015,1,3,0.1,3000008,1,0.05,3000009,1,0.05,0,0,0
6500032,0,1584,0,0,1584,0.75,3000002,10,100,0.05,3000015,1,3,0.1,3000008,1,0.05,3000009,1,0.05,0,0,0
6500033,0,1584,1584,1584,0,0.75,3000002,10,100,0.05,3000015,1,3,0.1,3000008,1,0.05,3000009,1,0.05,0,0,0
6500034,1866,1866,0,1866,0,0.75,3000002,10,100,0.05,3000015,1,3,0.1,3000008,1,0.05,3000009,1,0.05,0,0,0
6500035,1244,1244,1555,1244,1555,0.75,3000002,10,100,0.05,3000015,1,3,0.1,3000008,1,0.05,3000009,1,0.05,0,0,0
6500036,1350,1350,1350,1350,1350,0.75,3000002,10,100,0.05,3000015,1,3,0.1,3000008,1,0.05,3000009,1,0.05,0,0,0
6500037,0,2376,0,0,2376,0.75,3000002,10,100,0.05,3000015,1,3,0.1,3000008,1,0.05,3000009,1,0.05,0,0,0
6500038,0,2376,2376,2376,0,0.75,3000002,10,100,0.05,3000015,1,3,0.1,3000008,1,0.05,3000009,1,0.05,0,0,0
6500039,2799,2799,0,2799,0,0.75,3000002,10,100,0.05,3000015,1,3,0.1,3000008,1,0.05,3000009,1,0.05,0,0,0
6500040,1866,1866,2333,1866,2333,0.75,3000002,10,100,0.05,3000015,1,3,0.1,3000008,1,0.05,3000009,1,0.05,0,0,0
6500041,2025,2025,2025,2025,2025,0.75,3000002,10,100,0.05,3000015,1,3,0.1,3000008,1,0.05,3000009,1,0.05,0,0,0
6500042,0,3564,0,0,3564,0.75,3000002,10,100,0.05,3000015,1,3,0.1,3000008,1,0.05,3000009,1,0.05,0,0,0
6500043,0,3564,3564,3564,0,0.75,3000002,10,100,0.05,3000015,1,3,0.1,3000008,1,0.05,3000009,1,0.05,0,0,0
6500044,4199,4199,0,4199,0,0.75,3000002,10,100,0.05,3000015,1,3,0.1,3000008,1,0.05,3000009,1,0.05,0,0,0
6500045,2799,2799,3500,2799,3500,0.75,3000002,10,100,0.05,3000015,1,3,0.1,3000008,1,0.05,3000009,1,0.05,0,0,0
