1,1,황금의,골드,125,1,1,1,2,600,2,4,300,4,6,100
2,1,치유의,치유,125,2,1,0.2,0.5,600,0.5,0.8,300,0.8,1.5,100
3,1,강력한,공격,125,3,1,1,2,600,2,4,300,4,6,100
4,1,한방의,크리,125,4,1,1,2,600,2,4,300,4,6,100
5,1,체력의,HP,125,5,1,1,2,600,2,4,300,4,6,100
6,1,도발의,도발,125,6,1,1,2,600,2,4,300,4,6,100
7,1,수호의,방어,125,7,1,1,2,600,2,4,300,4,6,100
8,1,정신의,정신,125,8,1,1,2,600,2,4,300,4,6,100
9,0,공격력,,1000,10,0,60,80,600,80,100,300,100,120,100
10,0,방어력,,1000,11,0,60,80,600,80,100,300,100,120,100
11,0,민첩성,,1000,13,0,60,80,600,80,100,300,100,120,100
12,0,집중력,,1000,14,0,60,80,600,80,100,300,100,120,100
13,0,공격력,,1000,10,0,48,64,600,64,80,300,80,96,100
14,0,방어력,,1000,11,0,48,64,600,64,80,300,80,96,100
15,0,민첩성,,1000,13,0,48,64,600,64,80,300,80,96,100
16,0,집중력,,1000,14,0,48,64,600,64,80,300,80,96,100
17,0,공격력,,1000,10,0,38,51,600,51,64,300,64,77,100
18,0,방어력,,1000,11,0,38,51,600,51,64,300,64,77,100
19,0,민첩성,,1000,13,0,38,51,600,51,64,300,64,77,100
20,0,집중력,,1000,14,0,38,51,600,51,64,300,64,77,100
21,0,공격력,,1000,10,0,30,41,600,41,51,300,51,62,100
22,0,방어력,,1000,11,0,30,41,600,41,51,300,51,62,100
23,0,민첩성,,1000,13,0,30,41,600,41,51,300,51,62,100
24,0,집중력,,1000,14,0,30,41,600,41,51,300,51,62,100
25,0,공격력,,1000,10,0,24,33,600,33,41,300,41,50,100
26,0,방어력,,1000,11,0,24,33,600,33,41,300,41,50,100
27,0,민첩성,,1000,13,0,24,33,600,33,41,300,41,50,100
28,0,집중력,,1000,14,0,24,33,600,33,41,300,41,50,100
29,2,체력,,111,9,0,60,80,600,80,100,300,100,120,100
30,2,공격력,,111,10,0,60,80,600,80,100,300,100,120,100
31,2,방어력,,111,11,0,60,80,600,80,100,300,100,120,100
32,2,행동력,,111,12,0,60,80,600,80,100,300,100,120,100
33,2,민첩성,,111,13,0,60,80,600,80,100,300,100,120,100
34,2,집중력,,112,14,0,60,80,600,80,100,300,100,120,100
35,2,회복력,,111,15,0,60,80,600,80,100,300,100,120,100
36,2,정신력,,111,16,0,60,80,600,80,100,300,100,120,100
37,2,어그로,,111,17,0,60,80,600,80,100,300,100,120,100
38,3,체력,,111,9,0,48,64,600,64,80,300,80,96,100
39,3,공격력,,111,10,0,48,64,600,64,80,300,80,96,100
40,3,방어력,,111,11,0,48,64,600,64,80,300,80,96,100
41,3,행동력,,111,12,0,48,64,600,64,80,300,80,96,100
42,3,민첩성,,111,13,0,48,64,600,64,80,300,80,96,100
43,3,집중력,,112,14,0,48,64,600,64,80,300,80,96,100
44,3,회복력,,111,15,0,48,64,600,64,80,300,80,96,100
45,3,정신력,,111,16,0,48,64,600,64,80,300,80,96,100
46,3,어그로,,111,17,0,48,64,600,64,80,300,80,96,100
47,4,체력,,111,9,0,38,51,600,51,64,300,64,77,100
48,4,공격력,,111,10,0,38,51,600,51,64,300,64,77,100
49,4,방어력,,111,11,0,38,51,600,51,64,300,64,77,100
50,4,행동력,,111,12,0,38,51,600,51,64,300,64,77,100
51,4,민첩성,,111,13,0,38,51,600,51,64,300,64,77,100
52,4,집중력,,112,14,0,38,51,600,51,64,300,64,77,100
53,4,회복력,,111,15,0,38,51,600,51,64,300,64,77,100
54,4,정신력,,111,16,0,38,51,600,51,64,300,64,77,100
55,4,어그로,,111,17,0,38,51,600,51,64,300,64,77,100
56,5,체력,,111,9,0,30,41,600,41,51,300,51,62,100
57,5,공격력,,111,10,0,30,41,600,41,51,300,51,62,100
58,5,방어력,,111,11,0,30,41,600,41,51,300,51,62,100
59,5,행동력,,111,12,0,30,41,600,41,51,300,51,62,100
60,5,민첩성,,111,13,0,30,41,600,41,51,300,51,62,100
61,5,집중력,,112,14,0,30,41,600,41,51,300,51,62,100
62,5,회복력,,111,15,0,30,41,600,41,51,300,51,62,100
63,5,정신력,,111,16,0,30,41,600,41,51,300,51,62,100
64,5,어그로,,111,17,0,30,41,600,41,51,300,51,62,100
65,6,체력,,111,9,0,24,33,600,33,41,300,41,50,100
66,6,공격력,,111,10,0,24,33,600,33,41,300,41,50,100
67,6,방어력,,111,11,0,24,33,600,33,41,300,41,50,100
68,6,행동력,,111,12,0,24,33,600,33,41,300,41,50,100
69,6,민첩성,,111,13,0,24,33,600,33,41,300,41,50,100
70,6,집중력,,112,14,0,24,33,600,33,41,300,41,50,100
71,6,회복력,,111,15,0,24,33,600,33,41,300,41,50,100
72,6,정신력,,111,16,0,24,33,600,33,41,300,41,50,100
73,6,어그로,,111,17,0,24,33,600,33,41,300,41,50,100
