1,0,0,0,0,0,0
2,150,0,0,0,0,1
3,370,0,0,0,0,1
4,705,0,0,0,0,1
5,1172,0,50,0,0,1
6,1726,0,0,0,0,1
7,2332,0,0,0,0,1
8,2963,0,0,0,0,1
9,3602,0,0,0,0,1
10,4242,0,100,0,0,1
11,4885,0,0,0,0,1
12,5541,0,0,0,0,1
13,6231,0,0,0,0,1
14,6985,0,0,0,0,1
15,7842,0,150,0,0,1
16,8850,0,0,0,0,1
17,10068,0,0,0,0,1
18,11563,0,0,0,0,1
19,13412,0,0,0,0,1
20,15700,0,200,0,0,1
21,18523,0,0,0,0,1
22,21985,0,0,0,0,1
23,26201,0,0,0,0,1
24,31294,0,0,0,0,1
25,37397,0,300,0,0,1
26,44652,0,0,0,0,1
27,53211,0,0,0,0,1
28,63234,0,0,0,0,1
29,74892,0,0,0,0,1
30,88364,0,400,0,0,1
31,103839,0,0,0,0,1
32,121516,0,0,0,0,1
33,141602,0,0,0,0,1
34,164314,0,0,0,0,1
35,189879,0,500,0,0,1
36,218533,0,0,0,0,1
37,250520,0,0,0,0,1
38,286095,0,0,0,0,1
39,325522,0,0,0,0,1
40,369074,0,500,0,0,1
41,417033,0,0,0,0,1
42,469692,0,0,0,0,1
43,527352,0,0,0,0,1
44,590324,0,0,0,0,1
45,658927,0,500,0,0,1
46,733491,0,0,0,0,1
47,814354,0,0,0,0,1
48,901865,0,0,0,0,1
49,996381,0,0,0,0,1
50,1098269,0,500,0,0,1
51,1207905,0,0,0,0,1
52,1325675,0,0,0,0,1
53,1451973,0,0,0,0,1
54,1587204,0,0,0,0,1
55,1731781,0,1000,0,0,1
56,1886127,0,0,0,0,1
57,2050675,0,0,0,0,1
58,2225866,0,0,0,0,1
59,2412151,0,0,0,0,1
60,2609991,0,1000,0,0,1
61,2845351,0,0,0,0,1
62,3094201,0,0,0,0,1
63,3357048,0,0,0,0,1
64,3634409,0,0,0,0,1
65,3926809,0,1000,0,0,1
