1,2,5,0,3,100,-1,2
2,2,5,0,2,-5,-1,-1
3,0,1,0,1,150,-1,-1
4,0,1,0,1,110,-1,-1
5,0,1,0,1,80,-1,-1
6,0,1,0,1,50,-1,-1
7,0,1,0,1,30,-1,-1
8,0,101,0,-1,-1,-1,1
9,0,102,0,-1,-1,-1,100
10,0,1,0,1,15,-1,-1
11,2,5,0,9,100,-1,2
12,0,1,0,1,80,-1,-1
13,0,1,0,1,10,-1,-1
14,3,5,0,6,30,-1,1
15,3,3,1,1,200,-1,-1
16,3,3,1,1,300,-1,-1
17,0,5,0,5,50,-1,2
18,3,3,1,1,250,-1,-1
19,3,5,0,6,120,-1,2
20,0,1,0,1,25,-1,-1
21,0,5,0,8,-100,-1,100
22,0,5,0,3,-20,-1,100
23,3,3,1,1,150,-1,-1
24,6,104,0,1,10,-1,2
25,2,3,1,1,100,-1,-1
26,1,1,0,1,100,-1,-1
27,0,1,0,1,130,-1,-1
28,0,1,0,1,16,-1,-1
29,1,106,0,-1,41,44,2
30,1,1,0,1,10,-1,-1
31,1,1,0,1,27,-1,-1
32,1,101,0,-1,-1,-1,2
33,1,102,0,-1,-1,-1,2
34,0,1,0,1,15,-1,-1
35,0,1,0,1,60,-1,-1
36,1,1,0,1,150,-1,-1
37,1,1,0,1,110,-1,-1
38,3,3,0,1,20,-1,-1
39,3,3,0,1,10,-1,-1
40,2,5,0,9,200,-1,2
41,0,101,0,-1,-1,-1,2
42,0,102,0,-1,-1,-1,2
43,0,103,0,-1,-1,-1,2
44,0,104,1,1,5,-1,2
45,3,3,1,1,5,-1,-1
46,3,3,1,1,20,-1,-1
47,3,3,1,1,15,-1,-1
48,3,3,1,1,10,-1,-1
49,3,3,0,1,5,-1,-1
50,1,1,0,1,130,-1,-1
51,3,107,0,-1,3,-1,-1
52,3,107,0,-1,1,-1,-1
53,0,5,0,4,-50,-1,100
54,6,5,0,2,-10,-1,2
55,1,1,0,1,100,-1,-1
56,1,1,0,1,120,-1,-1
57,2,5,0,3,10,-1,1
58,0,1,0,1,120,-1,-1
59,0,1,0,1,140,-1,-1
60,3,5,0,6,20,-1,1
61,0,1,0,1,60,-1,-1
62,0,106,0,-1,41,44,1
63,0,102,0,-1,-1,-1,1
64,0,1,0,1,200,-1,-1
65,0,1,0,1,60,-1,-1
66,2,5,0,2,20,-1,2
67,0,1,0,1,60,-1,-1
68,0,103,0,-1,-1,-1,1
69,0,1,0,1,20,-1,-1
70,0,1,0,1,15,-1,-1
71,1,1,0,1,70,-1,-1
72,0,1,0,1,40,-1,-1
73,3,5,0,3,10,-1,2
74,3,3,0,1,20,-1,-1
75,3,3,0,1,20,-1,-1
76,6,103,0,-1,-1,-1,2
77,0,1,0,1,120,-1,-1
78,1,106,0,-1,41,44,1
79,3,5,0,2,20,-1,2
80,3,3,0,1,20,-1,-1
81,3,3,0,1,20,-1,-1
82,3,5,0,3,15,-1,2
83,0,5,0,2,-50,-1,1
84,0,1,0,1,20,-1,-1
85,6,102,0,-1,-1,-1,1
86,2,3,0,1,80,-1,-1
87,2,5,0,2,100,-1,2
88,3,5,0,3,10,-1,2
89,0,1,0,1,8,-1,-1
90,0,1,0,1,180,-1,-1
93,4,99,0,0,0,0,0
94,5,99,0,0,0,0,0
95,6,95,0,0,0,0,0
96,3,96,0,0,0,0,0
97,0,97,0,0,0,0,0
98,0,98,0,0,0,0,0
99,1,99,0,0,0,0,0
101,2,5,0,1,10,-1,0
102,2,5,0,1,15,-1,0
103,2,5,0,2,15,-1,0
104,2,5,0,2,10,-1,0
105,2,5,0,2,7,-1,0
106,2,5,0,2,5,-1,0
107,2,5,0,3,10,-1,0
108,2,5,0,3,7,-1,0
109,2,5,0,4,10,-1,0
110,2,5,0,5,15,-1,0
111,2,5,0,5,10,-1,0
112,2,5,0,6,10,-1,0
113,2,5,0,8,15,-1,0
114,2,5,0,8,10,-1,0
115,0,1,0,1,150,-1,0
120,0,52,0,0,20,-1,2
121,0,54,0,0,20,-1,2
130,2,11,0,2,-50,-1,0
131,2,12,0,3,-50,-1,0
132,2,13,0,2,-50,-1,0
140,0,14,0,9,-99,-1,0
141,0,14,0,9,100,-1,0
142,0,15,0,0,100,-1,0
143,0,1,0,1,70,-1,-1
144,0,1,0,1,30,-1,-1
145,0,1,0,1,150,-1,-1
146,0,1,0,1,100,-1,-1
147,0,1,0,1,150,-1,-1
148,1,1,0,1,16,-1,-1
149,1,1,0,1,20,-1,-1
150,1,103,0,-1,-1,-1,2
151,1,1,0,1,20,-1,-1
152,2,5,0,2,20,-1,2
153,2,5,0,5,20,-1,2
154,1,1,0,1,15,-1,-1
155,1,1,0,1,70,-1,-1
156,3,5,0,2,80,-1,1
157,1,1,0,1,20,-1,-1
158,1,1,0,1,40,-1,-1
159,1,1,0,1,225,-1,-1
160,2,3,0,1,100,-1,-1
161,0,1,0,1,130,-1,-1
162,2,5,0,2,50,-1,1
163,1,1,0,1,130,-1,-1
164,3,5,0,2,40,-1,2
165,6,5,0,2,-30,-1,1
166,0,1,0,1,105,-1,-1
167,3,3,0,1,60,-1,-1
168,3,3,0,1,40,-1,-1
169,1,1,0,1,200,-1,-1
170,1,1,0,1,300,-1,-1
171,0,1,0,1,300,-1,-1
172,0,1,0,1,20,-1,-1
173,3,5,0,2,100,-1,1
174,1,1,0,1,30,-1,-1
175,1,1,0,1,50,-1,-1
176,3,3,0,1,50,-1,-1
177,6,104,0,1,30,-1,2
178,1,1,0,1,180,-1,-1
179,3,3,0,1,30,-1,-1
180,3,5,0,2,50,-1,2
181,3,3,0,1,10,-1,-1
182,1,1,0,1,80,-1,-1
183,0,1,0,1,100,-1,-1
184,0,1,0,1,80,-1,-1
185,3,5,0,8,-20,-1,1
186,0,1,0,1,28,-1,-1
187,0,1,0,1,55,-1,-1
188,3,5,0,6,60,-1,1
189,0,5,0,2,-60,-1,1
190,1,1,0,1,20,-1,-1
191,6,5,0,2,-50,-1,1
192,1,1,0,1,35,-1,-1
193,3,5,0,2,10,-1,2
194,3,5,0,3,20,-1,2
195,0,1,0,1,85,-1,-1
196,0,1,0,1,13,-1,-1
197,0,1,0,1,65,-1,-1
198,3,5,0,2,120,-1,1
199,1,1,0,1,250,-1,-1
