4500001,3000003,500,1,0,3000003,100,0.1,0.9,3000003,100,0.1,0.9,3000003,100,0.1,0.9
4500002,3000003,1500,1,0,3000003,500,0.1,0.9,3000003,500,0.1,0.9,3000003,500,0.1,0.9
4500003,3000003,3000,1,0,3000003,1000,0.1,0.9,3000003,1000,0.1,0.9,3000003,1000,0.1,0.9
4500004,3000004,500,1,0,3000004,100,0.1,0.9,3000004,100,0.1,0.9,3000004,100,0.1,0.9
4500005,3000004,1500,1,0,3000004,500,0.1,0.9,3000004,500,0.1,0.9,3000004,500,0.1,0.9
4500006,3000004,3000,1,0,3000004,1000,0.1,0.9,3000004,1000,0.1,0.9,3000004,1000,0.1,0.9
4500007,3000005,500,1,0,3000005,100,0.1,0.9,3000005,100,0.1,0.9,3000005,100,0.1,0.9
4500008,3000005,1500,1,0,3000005,500,0.1,0.9,3000005,500,0.1,0.9,3000005,500,0.1,0.9
4500009,3000005,3000,1,0,3000005,1000,0.1,0.9,3000005,1000,0.1,0.9,3000005,1000,0.1,0.9
4500010,3000006,500,1,0,3000006,100,0.1,0.9,3000006,100,0.1,0.9,3000006,100,0.1,0.9
4500011,3000006,1500,1,0,3000006,500,0.1,0.9,3000006,500,0.1,0.9,3000006,500,0.1,0.9
4500012,3000006,3000,1,0,3000006,1000,0.1,0.9,3000006,1000,0.1,0.9,3000006,1000,0.1,0.9
4500013,3000007,500,1,0,3000007,100,0.1,0.9,3000007,100,0.1,0.9,3000007,100,0.1,0.9
4500014,3000007,1500,1,0,3000007,500,0.1,0.9,3000007,500,0.1,0.9,3000007,500,0.1,0.9
4500015,3000007,3000,1,0,3000007,1000,0.1,0.9,3000007,1000,0.1,0.9,3000007,1000,0.1,0.9
4500016,3000001,32688,1,0,3000001,10000,0.2,0.8,3000001,10000,0.2,0.8,3000001,10000,0.2,0.8
4500017,3000001,51148,1,0,3000001,50000,0.2,0.8,3000001,50000,0.2,0.8,3000001,50000,0.2,0.8
4500018,3000001,71828,1,0,3000001,100000,0.2,0.8,3000001,100000,0.2,0.8,3000001,100000,0.2,0.8
